nces_id,College Name,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio
209296,National University of Natural Medicine,OR,49 S Porter St. Portland Oregon 97201-4848,(503) 552-1555,www.nunm.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - professional practice,No,485 (38 undergraduate),5 to 1
187596,Navajo Technical University,NM,Lower Point Road State Road 371 Crownpoint New Mexico 87313-0849,(505) 786-4100 x4111,www.navajotech.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,1350 (1337 undergraduate),6 to 1
127714,Nazarene Bible College,CO,All programs offered completely via Distance education1465 Kelly Johnson Blvd Colorado Springs Colorado 80920,(719) 884-5000,www.nbc.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degree,No,608 (all undergraduate),6 to 1
193584,Nazareth College,NY,4245 East Ave Rochester New York 14618-3790,(585) 389-2525,www2.naz.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - professional practice,Yes,2791 (2147 undergraduate),9 to 1
181297,Nebraska Methodist College of Nursing & Allied Health,NE,720 North 87th Street Omaha Nebraska 68114-2852,(402) 354-7000,www.methodistcollege.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree,Yes,1212 (814 undergraduate),13 to 1
181446,Nebraska Wesleyan University,NE,5000 St Paul Ave Lincoln Nebraska 68504-2794,(402) 466-2371,www.nebrwesleyan.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,1924 (1773 undergraduate),13 to 1
163532,Ner Israel Rabbinical College,MD,400 Mount Wilson Ln Baltimore Maryland 21208,(410) 484-7200,nirc.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,471 (305 undergraduate),19 to 1
214272,Neumann University,PA,One Neumann Drive Aston Pennsylvania 19014-1298,(610) 459-0905,www.neumann.edu/,4-year Private not-for-profit,One but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,2506 (1942 undergraduate),14 to 1
445692,Neumont College of Computer Science,UT,143 South Main Street Salt Lake City Utah 84111-1917,(801) 302-2800,www.neumont.edu/,4-year Private for-profit,Less than one year certificateAssociate's degreeBachelor's degree,Yes,529 (all undergraduate),30 to 1
441900,Nevada State College,NV,1125 Nevada State Drive Henderson Nevada 89002,(702) 992-2000,nsc.edu/,4-year Public,Bachelor's degreeMaster's degree,No,7289 (7218 undergraduate),18 to 1
262129,New College of Florida,FL,5800 Bay Shore Road Sarasota Florida 34243-2109,(941) 487-5000,www.ncf.edu/,4-year Public,Less than one year certificateBachelor's degreeMaster's degree,Yes,675 (646 undergraduate),6 to 1
182980,New England College,NH,98 Bridge St Henniker New Hampshire 03242,(603) 428-2211,www.nec.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,4483 (1774 undergraduate),13 to 1
167093,New England College of Optometry,MA,424 Beacon St Boston Massachusetts 02115,(617) 266-2030,www.neco.edu/,4-year Private not-for-profit,Master's degreePost-master's certificateDoctor's degree - professional practice,No,528 (0 undergraduate),
230977,New England Culinary Institute,VT,62 Ridge Street 2nd Floor Montpelier Vermont 05602,(802) 327-0287,www.neci.edu/,4-year primarily associate's Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,Yes,22 (all undergraduate),4 to 1
217305,New England Institute of Technology,RI,One New England Tech Boulevard East Greenwich Rhode Island 02818-1205,(401) 739-5000,www.neit.edu/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - professional practice,Yes,2031 (1843 undergraduate),10 to 1
208725,New Hope Christian College-Eugene,OR,2155 Bailey Hill Rd Eugene Oregon 97405,(541) 485-1780,www.newhope.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,52 (all undergraduate),5 to 1
185129,New Jersey City University,NJ,2039 Kennedy Blvd Jersey City New Jersey 07305,(201) 200-2000,www.njcu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,7550 (5844 undergraduate),14 to 1
185828,New Jersey Institute of Technology,NJ,University Heights Newark New Jersey 07102,(973) 596-3000,www.njit.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,11652 (9084 undergraduate),15 to 1
187897,New Mexico Highlands University,NM,803 University Ave Las Vegas New Mexico 87701,(505) 425-7511,www.nmhu.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,2777 (1699 undergraduate),13 to 1
187967,New Mexico Institute of Mining and Technology,NM,801 Leroy Place Socorro New Mexico 87801,(800) 428-8324,www.nmt.edu/,4-year Public,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,1686 (1229 undergraduate),8 to 1
188030,New Mexico State University-Main Campus,NM,2850 Weddell Street Las Cruces New Mexico 88003-8001,(575) 646-0111,www.nmsu.edu/,4-year Public,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,14227 (11575 undergraduate),16 to 1
159948,New Orleans Baptist Theological Seminary,LA,3939 Gentilly Blvd New Orleans Louisiana 70126,(504) 282-4455,www.nobts.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - other,Yes,2293 (839 undergraduate),15 to 1
440396,New Saint Andrews College,ID,405 S. Main Street Moscow Idaho 83843-1525,(208) 882-1566 x101,nsa.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,221 (157 undergraduate),12 to 1
418126,New York College of Health Professions,NY,6801 Jericho Tpk Syosset New York 11791-4413,(516) 364-0808 x100,www.nycollege.edu/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,No,367 (263 undergraduate),10 to 1
461148,New York Film Academy,CA,3300 West Riverside Drive Burbank California 91505,(818) 333-3558,www.nyfa.edu/,4-year Private for-profit,One but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degreeMaster's degree,No,1271 (962 undergraduate),9 to 1
194091,New York Institute of Technology,NY,Northern Blvd Old Westbury New York 11568-8000,(800) 345-6948,www.nyit.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,6851 (3473 undergraduate),11 to 1
194116,New York School of Interior Design,NY,170 East 70th Street New York New York 10021,(212) 472-1500,www.nysid.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,621 (456 undergraduate),11 to 1
193900,New York University,NY,70 Washington Sq South New York New York 10012-1091,(212) 998-1212,www.nyu.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practiceDoctor's degree - other,Yes,52775 (27444 undergraduate),8 to 1
218414,Newberry College,SC,2100 College St Newberry South Carolina 29108,(803) 276-5010,www.newberry.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1256 (all undergraduate),14 to 1
155335,Newman University,KS,3100 McCormick Ave Wichita Kansas 67213-2097,(316) 942-4291,www.newmanu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,2053 (1577 undergraduate),12 to 1
119775,Newschool of Architecture and Design,CA,1249 F St San Diego California 92101,(800) 490-7081,www.newschoolarch.edu/,4-year Private for-profit,Bachelor's degreeMaster's degree,No,455 (359 undergraduate),8 to 1
193973,Niagara University,NY,Lewiston Road Niagara University New York 14109,(716) 285-1212,www.niagara.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,3544 (2726 undergraduate),11 to 1
159966,Nicholls State University,LA,University Station  La Hwy 1 Thibodaux Louisiana 70310,(877) 642-4655,www.nicholls.edu/,4-year Public,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,6769 (6134 undergraduate),19 to 1
167260,Nichols College,MA,Center Rd Dudley Massachusetts 01571-5000,(800) 470-3379,www.nichols.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,1518 (1279 undergraduate),16 to 1
444787,Nightingale College,UT,175 S Main St Suite 400 Salt Lake City Utah 84111,(801) 689-2160,www.nightingale.edu/,4-year primarily associate's Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,No,1337 (1335 undergraduate),13 to 1
232937,Norfolk State University,VA,700 Park Avenue Norfolk Virginia 23504-8000,(757) 823-8600,www.nsu.edu/,4-year Public,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,5457 (4992 undergraduate),16 to 1
461795,North American University,TX,11929 West Airport Blvd. Stafford Texas 77477-0000,(832) 230-5555,www.na.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,785 (386 undergraduate),14 to 1
199102,North Carolina A & T State University,NC,1601 E Market  St Greensboro North Carolina 27411,(336) 334-7500,www.ncat.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,12753 (11130 undergraduate),19 to 1
199157,North Carolina Central University,NC,1801 Fayetteville Street Durham North Carolina 27707,(919) 530-6100,www.nccu.edu/,4-year Public,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,8078 (6067 undergraduate),16 to 1
199193,North Carolina State University at Raleigh,NC,2101 Hillsborough Street Raleigh North Carolina 27695-7001,(919) 515-2011,www.ncsu.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,36042 (26150 undergraduate),14 to 1
199209,North Carolina Wesleyan College,NC,3400 N Wesleyan Blvd Rocky Mount North Carolina 27804,(252) 985-5100,www.ncwc.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1720 (1603 undergraduate),13 to 1
147660,North Central College,IL,30 N Brainard St Naperville Illinois 60540,(630) 637-5100,northcentralcollege.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,2832 (2475 undergraduate),13 to 1
204422,North Central State College,OH,2441 Kenwood Circle Mansfield Ohio 44901-0698,(419) 755-4800,www.ncstatecollege.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,2729 (all undergraduate),16 to 1
174437,North Central University,MN,910 Elliot Ave Minneapolis Minnesota 55404-1391,(612) 343-4400,www.northcentral.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degreeMaster's degree,Yes,1062 (1007 undergraduate),15 to 1
200332,North Dakota State University-Main Campus,ND,1301  12th Avenue North Fargo North Dakota 58108-6050,(701) 231-8011,www.ndsu.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,12846 (10555 undergraduate),19 to 1
136145,North Florida College,FL,325 NW Turner Davis Dr Madison Florida 32340,(850) 973-2288,www.nfc.edu/,4-year primarily associate's Public,One but less than two years certificateAssociate's degreeBachelor's degree,No,1181 (all undergraduate),19 to 1
218441,North Greenville University,SC,7801 N. Tigerville Road Tigerville South Carolina 29688-1892,(864) 977-7000,www.ngu.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,2280 (1993 undergraduate),14 to 1
147679,North Park University,IL,3225 W Foster Ave Chicago Illinois 60625-4895,(773) 244-6200,www.northpark.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practiceDoctor's degree - other,Yes,2831 (1846 undergraduate),10 to 1
236072,North Seattle College,WA,9600 College Way North Seattle Washington 98103-3599,(206) 934-3600,www.northseattle.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,No,5240 (all undergraduate),17 to 1
444130,Northcentral University,CA,All programs offered completely via Distance education11355 N. Torrey Pines Road La Jolla California 92037,(888) 327-2877,www.ncu.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,No,12471 (176 undergraduate),3 to 1
147776,Northeastern Illinois University,IL,5500 N Saint Louis Ave Chicago Illinois 60625-4699,(773) 583-4050,www.neiu.edu/,4-year Public,Bachelor's degreeMaster's degree,Yes,7119 (5220 undergraduate),12 to 1
207263,Northeastern State University,OK,600 N Grand Tahlequah Oklahoma 74464-2399,(918) 456-5511,www.nsuok.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,7349 (6004 undergraduate),17 to 1
167358,Northeastern University,MA,360 Huntington Ave Boston Massachusetts 02115-5005,(617) 373-2000,www.northeastern.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,22905 (15156 undergraduate),14 to 1
482705,Northeastern University Lifelong Learning Network,MA,360 Huntington Ave Boston Massachusetts 02115,(617) 373-2000,www.northeastern.edu/learnforlife/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practiceDoctor's degree - other,No,11310 (3238 undergraduate),14 to 1
105330,Northern Arizona University,AZ,1900 S Knoles Dr Babbitt Administrative Center Room 200 Flagstaff Arizona 86011-4092,(928) 523-9011,nau.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,29566 (25228 undergraduate),22 to 1
147703,Northern Illinois University,IL,1425 W. Lincoln Hwy. Dekalb Illinois 60115-2828,(800) 892-3050,www.niu.edu/,4-year Public,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,16769 (12277 undergraduate),16 to 1
157447,Northern Kentucky University,KY,Nunn Drive Highland Heights Kentucky 41099,(859) 572-5100,www.nku.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,16211 (11507 undergraduate),18 to 1
171456,Northern Michigan University,MI,1401 Presque Isle Avenue Marquette Michigan 49855-5301,(906) 227-2650,www.nmu.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,7368 (6734 undergraduate),20 to 1
188058,Northern New Mexico College,NM,921 Paseo de Onate Espanola New Mexico 87532,(505) 747-2100,nnmc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degreePostbaccalaureate certificate,No,1234 (all undergraduate),11 to 1
219259,Northern State University,SD,1200 S Jay St Aberdeen South Dakota 57401-7198,(605) 626-3011,www.northern.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,3431 (2968 undergraduate),18 to 1
230913,Northern Vermont University,VT,337 College Hill Johnson Vermont 05656-9464,(802) 635-2356,www.northernvermont.edu/,4-year Public,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degreePost-master's certificate,Yes,1999 (1706 undergraduate),11 to 1
239512,Northland College,WI,1411 Ellis Avenue Ashland Wisconsin 54806-3999,(715) 682-1699,www.northland.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,570 (all undergraduate),10 to 1
217606,Northpoint Bible College,MA,320 South Main Street Haverhill Massachusetts 01835,(978) 478-3400,www.northpoint.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,294 (258 undergraduate),9 to 1
377546,Northwest College of Art & Design,WA,1126 Pacific Avenue Suite 101 Tacoma Washington 98402,(253) 272-1126,ncad.edu/,4-year Private for-profit,Bachelor's degree,No,101 (all undergraduate),23 to 1
136233,Northwest Florida State College,FL,100 College Boulevard Niceville Florida 32578-1295,(850) 678-5111,www.nwfsc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,5004 (all undergraduate),23 to 1
380377,Northwest Indian College,WA,2522 Kwina Rd Bellingham Washington 98226-9217,(360) 676-2772,www.nwic.edu/,4-year primarily associate's Public,Less than one year certificateAssociate's degreeBachelor's degree,Yes,555 (all undergraduate),10 to 1
178624,Northwest Missouri State University,MO,800 University Drive Maryville Missouri 64468-6001,(660) 562-1212,www.nwmissouri.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificate,Yes,7267 (5482 undergraduate),19 to 1
142461,Northwest Nazarene University,ID,623 S. University Blvd. Nampa Idaho 83686-5897,(208) 467-8011,www.nnu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,2109 (1389 undergraduate),18 to 1
236133,Northwest University,WA,5520 108th Ave NE Kirkland Washington 98083-0579,(425) 822-8266,www.northwestu.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,1184 (838 undergraduate),10 to 1
487603,Northwest University-College of Adult and Professional Studies,WA,5520 108th Ave NE Kirkland Washington 98033,(425) 822-8266,www.northwestu.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,No,1215 (1044 undergraduate),20 to 1
260992,Northwestern College,IL,7725 South Harlem Avenue Bridgeview Illinois 60455,(708) 237-5050,www.nc.edu/,4-year primarily associate's Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,No,462 (all undergraduate),14 to 1
154101,Northwestern College,IA,101 Seventh St SW Orange City Iowa 51041,(712) 707-7000,www.nwciowa.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1496 (1069 undergraduate),11 to 1
174507,Northwestern Health Sciences University,MN,2501 W 84th St Bloomington Minnesota 55431,(952) 888-4777,www.nwhealth.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degreePost-master's certificateDoctor's degree - professional practice,No,1132 (379 undergraduate),7 to 1
171483,Northwestern Michigan College,MI,1701 E Front St Traverse City Michigan 49686,(231) 995-1000,www.nmc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,Yes,3278 (all undergraduate),14 to 1
207306,Northwestern Oklahoma State University,OK,709 Oklahoma Blvd Alva Oklahoma 73717-2799,(580) 327-1700,www.nwosu.edu/,4-year Public,One but less than two years certificateBachelor's degreeMaster's degreeDoctor's degree - professional practice,Yes,1833 (1640 undergraduate),15 to 1
120166,Northwestern Polytechnic University,CA,47671 Westinghouse Drive Fremont California 94539,(510) 592-9688,www.npu.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,33 (6 undergraduate),2 to 1
160038,Northwestern State University of Louisiana,LA,175 Sam Sibley Drive Natchitoches Louisiana 71497-0002,(318) 357-6011,www.nsula.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,11447 (10321 undergraduate),19 to 1
147767,Northwestern University,IL,633 Clark St Evanston Illinois 60208,(847) 491-3741,www.northwestern.edu/,4-year Private not-for-profit,One but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,22603 (8559 undergraduate),6 to 1
171492,Northwood University,MI,4000 Whiting Dr Midland Michigan 48640-2398,(800) 622-9000,www.northwood.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - professional practice,Yes,2541 (2254 undergraduate),9 to 1
230995,Norwich University,VT,158 Harmon Drive Northfield Vermont 05663-1035,(802) 485-2000,www.norwich.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,3975 (3236 undergraduate),13 to 1
368452,Nossi College of Art,TN,590 Creative Way Nashville Tennessee 37115,(615) 514-2787,www.nossi.edu/,4-year Private for-profit,Associate's degreeBachelor's degree,No,289 (all undergraduate),8 to 1
204468,Notre Dame College,OH,4545 College Rd Cleveland Ohio 44121-4293,(216) 381-1680,www.notredamecollege.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1585 (1470 undergraduate),13 to 1
120184,Notre Dame de Namur University,CA,1500 Ralston Ave Belmont California 94002-1908,(650) 508-3500,www.ndnu.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,585 (211 undergraduate),8 to 1
163578,Notre Dame of Maryland University,MD,4701 N Charles St Baltimore Maryland 21210-2476,(410) 435-0100,www.ndm.edu/,4-year Private not-for-profit,Two but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,2233 (755 undergraduate),7 to 1
136215,Nova Southeastern University,FL,3301 College Ave Fort Lauderdale Florida 33314-7796,(954) 262-7300,www.nova.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,20888 (6314 undergraduate),17 to 1
200086,Nueta Hidatsa Sahnish College,ND,301 College Drive New Town North Dakota 58763,(701) 627-4738,www.nhsc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,Yes,179 (all undergraduate),5 to 1
194161,Nyack College,NY,2 Washington Street New York New York 10004,(212) 625-0500,www.nyack.edu/consumerinfo,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - professional practice,Yes,2063 (1184 undergraduate),16 to 1
174525,Oak Hills Christian College,MN,1600 Oak Hills Rd SW Bemidji Minnesota 56601-8834,(218) 751-8670,www.oakhills.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,Yes,103 (all undergraduate),10 to 1
495059,Oak Valley College,CA,2759 Ayala Drive Rialto California 92377,(909) 554-3814,oakvalleycollege.org/,4-year Private not-for-profit,Bachelor's degree,No,59 (all undergraduate),7 to 1
152099,Oakland City University,IN,138 N Lucretia St Oakland City Indiana 47660-1099,(800) 737-5125,www.oak.edu/,4-year Private not-for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,1241 (1100 undergraduate),12 to 1
171571,Oakland University,MI,2200 North Squirrel Road Rochester Hills Michigan 48309-4401,(248) 370-2100,www.oakland.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,18552 (15100 undergraduate),19 to 1
101912,Oakwood University,AL,7000 Adventist Blvd NW Huntsville Alabama 35896,(256) 726-7000,www2.oakwood.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1374 (1339 undergraduate),10 to 1
204501,Oberlin College,OH,70 N Professor St Oberlin Ohio 44074,(440) 775-8411,www.oberlin.edu/,4-year Private not-for-profit,Two but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,2658 (2647 undergraduate),9 to 1
120254,Occidental College,CA,1600 Campus Rd Los Angeles California 90041-3392,(323) 259-2500,www.oxy.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1839 (all undergraduate),8 to 1
219277,Oglala Lakota College,SD,490 Piya Wiconi Road Kyle South Dakota 57752-0490,(605) 455-6000,www.olc.edu/,4-year primarily associate's Public,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degree,Yes,1251 (1222 undergraduate),12 to 1
140696,Oglethorpe University,GA,4484 Peachtree Road NE Atlanta Georgia 30319-2797,(404) 261-1441,oglethorpe.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degree,Yes,1452 (all undergraduate),18 to 1
201964,Ohio Christian University,OH,1476 Lancaster Pike Circleville Ohio 43113-9487,(740) 474-8896,www.ohiochristian.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,2186 (1961 undergraduate),8 to 1
204617,Ohio Dominican University,OH,1216 Sunbury Road Columbus Ohio 43219,(614) 253-2741,www.ohiodominican.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1415 (951 undergraduate),15 to 1
204635,Ohio Northern University,OH,525 S. Main St Ada Ohio 45810-1599,(419) 772-2000,www.onu.edu/,4-year Private not-for-profit,Two but less than 4 years certificateBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,2817 (2130 undergraduate),11 to 1
204671,Ohio State University-Lima Campus,OH,4240 Campus Dr Lima Ohio 45804,(567) 242-7272,lima.osu.edu/,4-year Public,Associate's degreeBachelor's degree,No,998 (988 undergraduate),20 to 1
204796,Ohio State University-Main Campus,OH,190 N. Oval Mall Columbus Ohio 43210,(614) 292-6446,www.osu.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,61369 (46984 undergraduate),19 to 1
204680,Ohio State University-Mansfield Campus,OH,1760 University Drive Mansfield Ohio 44906,(419) 755-4317,mansfield.osu.edu/,4-year primarily associate's Public,Associate's degreeBachelor's degree,Yes,1012 (1011 undergraduate),18 to 1
204699,Ohio State University-Marion Campus,OH,1461 Mount Vernon Ave Marion Ohio 43302-5695,(740) 389-6786,osumarion.osu.edu/,4-year primarily associate's Public,Associate's degreeBachelor's degree,No,1158 (1157 undergraduate),18 to 1
204705,Ohio State University-Newark Campus,OH,1179 University Dr Newark Ohio 43055,(740) 366-3321,newark.osu.edu/,4-year primarily associate's Public,Associate's degreeBachelor's degreeMaster's degree,Yes,2873 (2870 undergraduate),29 to 1
204820,Ohio University-Chillicothe Campus,OH,101 University Drive Chillicothe Ohio 45601-0629,(740) 774-7200,www.ohio.edu/chillicothe/,4-year primarily associate's Public,Associate's degreeBachelor's degree,No,2332 (all undergraduate),19 to 1
